frame,time_ps,dO56_R346,dO56_R483,dO57_R346,dO57_R483,anchor_min,tail_hsa_min,cls,dO38_R408,pep_ecd_min,com_hsa_ecd,lnk_e2e,lnk_rg
18,1800.000,9.590,3.151,8.593,3.545,3.151,3.151,FA3,12.139,2.864,48.353,22.408,8.761
19,1900.000,9.834,3.429,8.744,3.527,3.429,3.013,FA3,13.152,2.820,47.740,21.655,8.773
20,2000.000,10.471,4.021,9.829,3.991,3.991,3.361,FA3,12.899,2.748,47.605,21.996,8.831
21,2100.000,9.307,4.787,9.225,5.517,4.787,3.538,surface,12.095,2.909,47.489,22.027,8.591
22,2200.000,10.439,6.487,9.713,5.627,5.627,3.307,surface,12.306,2.895,47.090,23.415,8.833
23,2300.000,9.175,5.343,9.020,4.180,4.180,3.444,surface,12.347,2.731,47.113,21.439,8.655
24,2400.000,9.680,3.956,8.839,4.170,3.956,3.052,FA3,12.475,2.719,47.410,20.605,8.686
25,2500.000,13.943,8.399,11.830,6.559,6.559,3.384,surface,11.942,2.720,47.388,25.084,9.352
26,2600.000,14.483,9.764,12.434,8.113,8.113,3.441,surface,12.458,2.744,47.785,25.922,9.210
27,2700.000,14.533,9.334,12.827,7.768,7.768,3.226,surface,12.314,3.058,47.708,24.236,9.030
28,2800.000,15.062,9.118,12.922,7.211,7.211,3.546,surface,11.660,2.839,47.876,23.755,8.931
29,2900.000,14.473,9.436,12.342,7.555,7.555,3.286,surface,11.813,2.828,47.437,24.144,8.796
30,3000.000,14.003,8.577,12.170,7.301,7.301,3.354,surface,11.475,2.804,48.198,25.185,8.984
31,3100.000,14.584,8.746,12.466,6.820,6.820,3.390,surface,12.794,2.650,48.782,24.463,9.005
32,3200.000,13.334,9.299,11.421,7.483,7.483,3.530,surface,12.374,2.745,47.902,23.569,8.641
33,3300.000,14.553,9.604,12.777,8.001,8.001,3.441,surface,12.556,2.717,47.554,25.197,8.816
34,3400.000,14.269,9.485,12.687,8.675,8.675,3.283,surface,12.276,2.824,48.270,26.099,9.035
35,3500.000,15.286,9.828,13.219,7.868,7.868,3.165,surface,11.533,2.897,48.332,25.416,9.232
36,3600.000,15.549,9.744,13.535,7.749,7.749,3.623,surface,12.499,2.748,48.163,25.049,9.253
37,3700.000,14.432,8.337,12.606,7.109,7.109,3.437,surface,12.044,2.736,48.459,25.119,9.072
38,3800.000,13.435,7.064,12.692,6.918,6.918,3.254,surface,12.388,2.672,48.311,23.708,8.723
39,3900.000,14.920,8.516,12.786,6.798,6.798,3.446,surface,11.445,2.844,48.414,24.174,8.904
40,4000.000,13.913,8.371,11.973,6.913,6.913,3.220,surface,12.004,2.911,48.876,23.915,8.939
41,4100.000,15.720,8.927,14.073,7.194,7.194,2.913,surface,12.074,3.029,48.904,23.434,8.787
42,4200.000,14.385,8.820,12.967,7.241,7.241,3.180,surface,12.912,2.661,49.295,23.933,9.162
43,4300.000,13.998,8.753,13.786,8.616,8.616,3.043,surface,12.665,2.666,48.663,23.756,9.077
44,4400.000,15.017,8.902,14.026,7.867,7.867,3.264,surface,12.490,2.787,47.824,22.932,8.611
45,4500.000,14.624,8.197,15.088,8.801,8.197,2.811,surface,12.189,2.872,48.145,25.380,9.551
46,4600.000,13.971,8.182,12.770,6.955,6.955,2.982,surface,12.726,2.587,47.402,24.353,9.166
47,4700.000,14.344,8.308,12.425,6.974,6.974,3.368,surface,12.021,2.831,47.873,24.239,9.049
48,4800.000,14.025,7.016,12.145,5.605,5.605,3.764,surface,12.588,2.969,48.432,24.222,9.269
49,4900.000,14.519,8.031,12.367,5.920,5.920,3.265,surface,12.390,2.663,48.201,24.170,9.064
50,5000.000,13.994,7.867,14.321,8.475,7.867,3.463,surface,12.687,2.682,47.458,22.750,8.996
51,5100.000,15.117,9.513,13.178,7.391,7.391,3.568,surface,12.657,2.733,46.931,22.773,9.089
52,5200.000,15.387,9.434,15.164,9.369,9.369,3.351,surface,12.163,2.748,46.980,23.496,9.215
53,5300.000,14.387,11.154,15.167,11.421,11.154,3.252,surface,10.742,2.569,47.332,21.982,9.498
54,5400.000,17.617,12.362,16.578,10.989,10.989,3.079,surface,12.014,2.597,46.506,21.789,9.392
55,5500.000,13.930,10.225,14.685,10.984,10.225,3.660,surface,12.860,2.616,47.242,21.761,9.695
56,5600.000,14.441,11.053,15.980,12.601,11.053,3.251,surface,12.538,2.704,47.389,20.168,9.633
57,5700.000,21.062,17.475,22.343,18.487,17.475,5.635,transition,11.872,2.746,46.934,25.106,10.019
58,5800.000,18.902,15.356,21.111,17.463,15.356,5.924,transition,12.180,2.679,46.725,23.531,9.797
59,5900.000,25.491,20.951,25.848,20.832,20.832,5.375,transition,13.458,2.662,46.957,28.077,10.695
60,6000.000,24.841,20.092,25.195,20.699,20.092,5.733,transition,13.395,2.779,47.911,26.028,10.162
61,6100.000,23.830,18.173,25.717,20.195,18.173,3.180,surface,13.977,2.887,47.920,28.998,10.573
62,6200.000,24.128,18.449,25.878,20.354,18.449,3.620,surface,11.884,2.861,47.609,27.943,10.431
63,6300.000,24.610,20.527,26.524,22.301,20.527,3.281,surface,12.858,2.779,47.689,29.654,10.595
64,6400.000,24.245,18.798,26.292,20.835,18.798,2.962,surface,12.733,2.964,47.230,28.930,10.435
65,6500.000,24.778,20.639,26.147,22.197,20.639,3.596,surface,11.529,3.249,47.450,27.683,10.319
66,6600.000,26.210,20.382,27.123,21.450,20.382,3.516,surface,11.189,2.775,47.574,28.806,10.445
67,6700.000,25.431,20.585,26.966,22.320,20.585,3.291,surface,13.110,2.858,47.383,29.431,10.287
68,6800.000,22.006,17.963,20.127,16.219,16.219,5.094,transition,12.211,3.070,47.241,20.940,9.656
69,6900.000,18.439,14.700,17.401,13.344,13.344,3.933,surface,12.396,2.777,45.838,19.860,9.463
70,7000.000,19.160,15.677,18.051,14.244,14.244,3.195,surface,12.140,2.854,46.818,20.144,9.570
71,7100.000,17.844,14.635,18.472,15.261,14.635,3.460,surface,12.792,2.708,47.803,19.908,9.237
72,7200.000,19.070,16.262,20.387,17.545,16.262,6.082,transition,12.908,2.749,47.187,22.682,9.753
73,7300.000,18.389,15.251,19.810,16.468,15.251,3.132,surface,11.508,2.990,47.356,21.237,9.787
74,7400.000,15.680,12.211,17.261,13.829,12.211,3.404,surface,13.845,3.390,47.786,20.331,9.552
75,7500.000,17.358,12.981,19.499,15.086,12.981,3.232,surface,12.672,3.279,47.486,19.273,9.466
76,7600.000,16.627,12.824,18.258,14.062,12.824,3.238,surface,12.380,3.166,47.436,20.242,9.535
77,7700.000,20.068,16.348,19.502,15.949,15.949,5.539,transition,12.462,3.327,47.098,23.433,9.793
78,7800.000,23.826,19.927,21.814,18.191,18.191,6.059,transition,11.783,3.328,47.133,24.902,10.105
79,7900.000,25.571,19.740,26.141,20.766,19.740,4.263,transition,13.045,3.070,48.117,24.451,10.044
80,8000.000,23.444,19.158,23.022,18.339,18.339,3.392,surface,11.109,3.343,47.699,20.960,9.858
81,8100.000,15.339,13.372,16.099,13.935,13.372,2.946,surface,11.935,2.956,47.914,21.335,9.872
82,8200.000,15.669,13.004,14.264,11.388,11.388,3.583,surface,11.573,2.778,47.738,23.217,10.099
83,8300.000,16.171,13.872,17.231,14.878,13.872,3.599,surface,12.236,2.918,47.173,24.637,10.293
84,8400.000,13.125,10.428,14.474,11.703,10.428,3.193,surface,10.020,2.769,48.108,21.958,9.971
85,8500.000,17.076,14.831,15.101,13.078,13.078,3.197,surface,13.245,2.775,48.714,24.605,10.039
86,8600.000,15.559,13.567,15.388,13.683,13.567,3.329,surface,10.435,2.653,48.455,24.403,10.158
87,8700.000,15.179,12.553,16.247,13.055,12.553,3.283,surface,12.597,2.635,47.710,23.361,10.189
88,8800.000,15.839,12.966,16.878,13.483,12.966,3.222,surface,12.738,2.644,48.150,22.488,10.099
89,8900.000,17.506,15.475,16.370,14.217,14.217,3.724,surface,12.304,2.725,48.497,23.902,10.553
90,9000.000,16.867,14.914,17.284,14.962,14.914,4.059,transition,11.571,2.610,47.545,23.555,9.984
91,9100.000,16.962,14.479,15.531,12.794,12.794,3.149,surface,12.653,2.605,47.861,25.245,10.141
92,9200.000,16.121,13.722,14.456,11.708,11.708,3.728,surface,12.340,2.477,47.150,22.829,9.976
93,9300.000,15.418,13.090,14.506,11.593,11.593,3.314,surface,12.321,2.664,47.307,23.881,10.224
94,9400.000,12.639,10.080,13.453,10.500,10.080,3.547,surface,13.218,2.672,48.557,22.279,10.150
95,9500.000,9.458,6.822,10.099,7.213,6.822,2.823,surface,11.233,2.680,48.044,19.801,9.443
96,9600.000,11.019,9.186,10.812,8.607,8.607,2.961,surface,12.554,2.486,47.839,21.153,9.728
97,9700.000,11.968,9.922,11.481,8.885,8.885,3.152,surface,12.136,2.512,47.463,20.757,9.671
98,9800.000,18.347,15.822,17.784,15.816,15.816,3.765,surface,12.322,2.706,47.660,25.407,10.107
99,9900.000,17.805,15.712,15.769,13.620,13.620,3.579,surface,13.016,2.537,47.079,23.604,9.991
100,10000.000,15.576,13.794,17.260,15.171,13.794,2.950,surface,11.224,2.597,46.780,24.730,10.416
101,10100.000,17.728,16.402,19.286,17.700,16.402,3.266,surface,11.146,2.562,47.831,26.758,10.509
102,10200.000,16.387,13.720,15.898,13.649,13.649,3.142,surface,11.776,2.688,47.570,25.814,10.500
103,10300.000,16.194,13.845,16.894,14.479,13.845,3.873,surface,11.899,2.583,47.470,24.177,10.585
104,10400.000,17.433,16.205,15.908,14.452,14.452,3.193,surface,12.466,2.538,47.928,24.853,10.871
105,10500.000,14.279,13.218,13.528,12.907,12.907,3.156,surface,12.883,2.666,47.426,23.556,10.276
106,10600.000,15.565,13.164,14.968,13.220,13.164,2.948,surface,12.449,2.670,47.834,23.877,10.445
107,10700.000,18.581,13.926,17.348,13.400,13.400,3.385,surface,13.519,2.763,46.948,23.927,10.373
108,10800.000,17.985,14.376,19.836,16.487,14.376,2.878,surface,10.585,2.577,47.303,25.474,10.256
109,10900.000,18.832,16.247,17.222,14.991,14.991,2.972,surface,12.808,2.675,47.146,25.914,10.838
110,11000.000,21.876,17.845,22.448,17.984,17.845,5.925,transition,12.519,2.634,47.250,26.268,10.881
111,11100.000,16.477,13.705,16.511,13.448,13.448,3.439,surface,13.039,2.595,47.408,24.618,10.431
112,11200.000,19.779,18.365,18.597,17.077,17.077,3.025,surface,12.553,2.687,48.209,26.769,10.595
113,11300.000,17.347,15.889,16.849,15.387,15.387,3.152,surface,12.449,2.570,48.385,28.209,10.918
114,11400.000,17.690,14.863,17.943,15.611,14.863,3.309,surface,13.510,2.541,48.072,29.184,10.945
115,11500.000,16.966,14.931,15.445,13.547,13.547,3.480,surface,14.193,2.488,48.022,26.153,10.368
116,11600.000,17.792,16.276,18.622,16.892,16.276,3.455,surface,13.530,2.596,47.586,27.403,10.568
117,11700.000,15.394,12.903,15.148,13.148,12.903,2.856,surface,11.775,2.489,48.243,25.816,10.365
118,11800.000,26.634,22.333,26.704,22.198,22.198,3.801,surface,12.254,2.720,48.625,32.666,11.363
119,11900.000,19.857,16.639,21.293,18.154,16.639,6.006,transition,11.688,3.309,47.821,24.834,10.106
120,12000.000,22.574,19.468,22.049,18.827,18.827,5.623,transition,10.770,3.217,48.390,28.555,10.739
121,12100.000,24.327,21.238,22.512,19.644,19.644,6.940,transition,14.190,3.417,47.391,28.656,10.938
122,12200.000,27.201,21.161,28.927,22.899,21.161,4.378,transition,12.883,3.297,48.859,28.709,10.779
123,12300.000,24.343,21.851,24.518,22.219,21.851,4.545,transition,13.583,3.172,48.680,31.387,11.461
124,12400.000,20.355,19.874,20.403,19.859,19.859,5.511,transition,16.025,3.308,48.074,29.196,11.204
125,12500.000,17.604,16.806,18.851,18.447,16.806,5.344,transition,13.548,2.753,48.031,22.976,9.799
126,12600.000,13.807,12.901,11.948,10.951,10.951,3.879,surface,14.365,2.834,47.912,22.446,9.885
127,12700.000,10.390,11.002,12.595,13.069,10.390,3.209,surface,15.464,2.644,47.871,19.469,9.659
128,12800.000,12.859,13.691,11.147,11.790,11.147,3.842,surface,13.942,2.658,47.849,22.319,9.847
129,12900.000,14.666,13.456,13.906,13.343,13.343,3.271,surface,14.968,2.750,48.039,21.673,9.995
130,13000.000,13.705,13.805,13.609,14.283,13.609,3.151,surface,12.476,3.027,48.193,22.369,9.937
131,13100.000,17.903,17.459,18.833,18.277,17.459,6.548,transition,13.952,2.805,48.699,26.913,10.758
132,13200.000,25.467,23.399,25.574,23.878,23.399,9.180,transition,17.446,3.263,48.592,26.775,10.794
133,13300.000,25.178,23.357,25.296,22.913,22.913,5.243,transition,17.462,3.092,47.937,34.102,11.572
134,13400.000,28.191,23.601,29.313,24.747,23.601,5.744,transition,13.072,3.091,47.532,34.445,11.887
135,13500.000,21.763,18.321,22.496,19.104,18.321,6.126,transition,12.633,3.114,47.640,28.680,10.981
136,13600.000,24.234,20.389,23.886,20.043,20.043,3.721,surface,12.954,3.231,46.947,31.584,11.344
137,13700.000,26.520,23.372,25.653,22.508,22.508,6.026,transition,13.249,3.371,46.815,34.171,11.443
138,13800.000,24.194,21.156,26.080,22.979,21.156,4.666,transition,13.270,3.307,46.854,34.097,11.794
139,13900.000,27.650,24.264,26.939,23.398,23.398,6.350,transition,12.816,3.371,47.854,36.073,12.039
140,14000.000,24.737,21.320,23.253,19.711,19.711,3.966,surface,11.830,3.132,47.687,32.921,11.380
141,14100.000,23.941,20.690,24.855,22.027,20.690,3.538,surface,13.426,3.073,47.261,33.547,11.700
142,14200.000,25.079,21.149,23.427,19.211,19.211,3.931,surface,13.023,3.292,46.606,30.898,10.951
143,14300.000,23.539,20.142,23.920,20.176,20.142,8.229,transition,11.949,3.449,46.663,27.893,10.678
144,14400.000,23.537,20.508,23.249,20.491,20.491,8.161,transition,11.180,3.254,46.614,24.460,9.992
145,14500.000,23.804,20.411,22.342,19.147,19.147,6.187,transition,10.496,3.296,47.616,30.390,11.001
146,14600.000,24.620,21.225,26.132,22.679,21.225,8.808,transition,14.358,3.466,47.317,29.964,11.053
147,14700.000,19.975,17.439,20.385,18.261,17.439,6.222,transition,11.945,2.979,46.504,24.196,10.363
148,14800.000,14.975,12.014,16.666,14.016,12.014,4.154,transition,11.372,3.285,46.862,26.474,10.288
149,14900.000,13.792,12.236,14.876,12.768,12.236,3.049,surface,11.543,2.900,46.924,24.343,10.034
150,15000.000,18.407,18.546,17.000,17.131,17.000,5.149,transition,10.286,3.037,47.350,28.387,11.024
151,15100.000,25.909,21.610,24.189,19.837,19.837,3.258,surface,10.805,3.106,48.005,32.240,11.075
152,15200.000,21.702,18.254,21.754,18.464,18.254,8.060,transition,13.218,3.074,47.627,25.505,10.679
153,15300.000,20.681,17.110,22.158,18.615,17.110,7.000,transition,11.041,2.860,48.112,23.873,10.599
154,15400.000,28.789,24.165,27.503,22.844,22.844,3.524,surface,10.952,3.136,47.396,31.831,11.420
155,15500.000,31.460,25.573,33.223,27.340,25.573,8.468,transition,11.335,2.965,48.380,33.277,11.725
156,15600.000,31.954,26.111,31.578,26.011,26.011,6.714,transition,12.048,3.282,48.204,29.850,11.303
157,15700.000,32.138,27.101,32.915,27.714,27.101,6.814,transition,11.708,2.858,48.120,32.414,12.026
158,15800.000,30.920,25.462,32.260,27.042,25.462,7.763,transition,10.636,3.294,47.679,32.020,11.830
159,15900.000,28.992,25.198,30.040,26.251,25.198,10.027,aqueous,11.607,3.238,48.293,28.976,11.383
160,16000.000,29.268,22.913,31.179,24.887,22.913,4.527,transition,12.013,3.101,48.371,25.838,10.938
161,16100.000,25.504,19.979,26.670,20.943,19.979,3.404,surface,12.370,2.830,47.818,29.373,10.773
162,16200.000,27.115,20.564,28.305,21.598,20.564,3.708,surface,11.402,3.128,48.056,28.000,10.576
163,16300.000,25.542,19.495,26.151,19.872,19.495,3.392,surface,10.737,2.972,48.158,27.615,10.656
164,16400.000,25.319,21.578,23.372,19.745,19.745,3.703,surface,12.781,2.984,47.396,28.185,10.606
165,16500.000,23.166,19.700,24.900,21.350,19.700,4.720,transition,13.263,2.863,47.701,29.665,10.702
166,16600.000,20.841,17.142,20.950,17.463,17.142,3.320,surface,11.993,3.078,47.453,27.154,9.928
167,16700.000,23.244,18.786,24.744,20.363,18.786,3.423,surface,10.628,3.018,47.599,29.704,10.339
168,16800.000,21.563,17.899,23.648,19.900,17.899,3.420,surface,10.499,2.903,47.731,28.181,10.217
169,16900.000,28.108,24.845,29.534,26.268,24.845,6.927,transition,10.366,2.902,47.657,34.016,11.405
170,17000.000,28.926,22.565,30.886,24.595,22.565,4.312,transition,12.445,2.941,47.290,35.319,11.572
171,17100.000,22.537,17.884,23.566,19.089,17.884,3.330,surface,11.495,2.626,47.326,29.413,10.712
172,17200.000,24.774,20.698,24.581,20.013,20.013,3.481,surface,12.305,2.943,47.866,30.378,10.481
173,17300.000,29.489,25.205,30.250,25.903,25.205,5.900,transition,13.600,3.040,47.768,34.514,11.690
174,17400.000,29.027,23.433,27.773,22.466,22.466,3.285,surface,10.033,3.021,48.324,33.909,11.596
175,17500.000,33.777,28.183,32.831,27.236,27.236,8.007,transition,12.247,2.882,48.619,34.965,11.739
176,17600.000,36.516,30.336,35.771,29.553,29.553,7.838,transition,12.414,3.140,48.128,35.171,11.637
177,17700.000,26.945,20.810,28.243,22.097,20.810,3.253,surface,15.390,2.670,47.627,31.470,10.966
178,17800.000,33.110,25.661,34.635,27.093,25.661,3.252,surface,14.126,3.167,47.311,35.193,11.296
179,17900.000,35.517,29.538,36.011,30.152,29.538,8.152,transition,13.056,3.340,47.237,31.573,11.268
180,18000.000,36.807,30.743,36.467,30.649,30.649,9.635,transition,12.241,3.266,47.136,34.326,11.966
181,18100.000,33.713,28.529,35.493,30.180,28.529,7.183,transition,12.425,3.146,47.372,30.615,11.565
182,18200.000,33.381,28.237,32.462,27.061,27.061,6.416,transition,12.823,3.076,47.755,31.037,11.452
183,18300.000,36.820,30.324,35.438,29.101,29.101,9.821,transition,13.129,3.238,47.849,36.062,11.964
184,18400.000,30.903,26.941,31.453,27.872,26.941,9.227,transition,13.984,2.858,48.001,32.155,11.546
185,18500.000,32.506,27.878,33.242,28.287,27.878,6.908,transition,12.947,3.225,47.530,33.894,11.628
186,18600.000,34.298,29.617,34.118,29.402,29.402,9.478,transition,13.074,2.994,47.413,34.545,11.699
187,18700.000,28.942,24.460,30.510,25.751,24.460,9.751,transition,12.403,3.312,47.914,30.147,11.380
188,18800.000,32.945,28.621,33.547,29.020,28.621,7.698,transition,11.549,3.099,48.792,34.775,12.380
189,18900.000,26.776,23.600,28.768,25.694,23.600,2.936,surface,14.407,2.783,47.463,34.827,11.891
190,19000.000,27.151,24.951,29.258,26.879,24.951,3.288,surface,11.780,2.885,47.026,35.783,11.894
191,19100.000,30.878,25.712,29.017,24.025,24.025,3.122,surface,11.532,2.793,47.316,36.756,11.973
192,19200.000,28.691,23.518,27.416,22.469,22.469,2.974,surface,11.733,3.182,47.610,32.767,10.891
193,19300.000,30.966,24.315,30.517,24.058,24.058,3.616,surface,11.713,3.085,47.346,33.935,11.461
194,19400.000,36.034,29.690,36.102,30.028,29.690,7.772,transition,12.183,3.176,47.224,36.051,11.959
195,19500.000,30.601,23.735,28.672,21.707,21.707,3.633,surface,13.057,3.174,47.706,28.744,10.894
196,19600.000,33.058,27.488,34.759,29.004,27.488,9.591,transition,12.762,3.008,47.248,35.123,11.650
197,19700.000,32.782,26.426,31.893,25.843,25.843,6.877,transition,12.128,3.209,47.384,34.640,11.449
198,19800.000,31.953,25.710,30.443,24.292,24.292,3.076,surface,12.018,2.819,46.591,35.251,11.640
199,19900.000,34.561,27.838,33.465,26.833,26.833,4.422,transition,12.517,2.902,46.678,35.776,11.963
200,20000.000,34.936,29.081,33.944,28.269,28.269,8.562,transition,12.456,2.841,46.878,35.033,11.589
201,20100.000,32.918,27.410,31.568,25.863,25.863,4.328,transition,11.925,3.008,46.645,36.719,11.929
202,20200.000,28.896,23.152,31.068,25.247,23.152,3.504,surface,12.639,3.227,47.005,33.374,11.548
203,20300.000,30.431,25.606,28.907,23.957,23.957,4.649,transition,12.273,3.076,47.004,33.136,11.883
204,20400.000,30.629,24.882,31.796,25.878,24.882,7.549,transition,12.090,2.936,47.457,29.840,11.185
205,20500.000,23.480,19.926,25.262,21.902,19.926,4.965,transition,12.641,2.945,47.336,22.554,10.278
206,20600.000,26.709,22.025,28.362,23.502,22.025,2.944,surface,13.054,3.176,47.079,21.897,9.979
207,20700.000,29.381,24.030,31.227,25.907,24.030,3.763,surface,12.332,3.172,46.954,24.776,10.257
208,20800.000,36.916,30.519,36.920,30.382,30.382,9.428,transition,11.715,2.865,47.063,31.933,11.603
209,20900.000,30.517,25.024,30.683,25.399,25.024,5.053,transition,10.753,3.083,47.379,27.684,10.430
210,21000.000,30.379,25.921,29.685,25.649,25.649,5.891,transition,12.725,3.294,48.003,27.313,10.478
211,21100.000,29.525,25.343,30.440,26.354,25.343,9.129,transition,13.216,3.011,47.066,26.102,11.049
212,21200.000,29.694,24.527,28.065,22.615,22.615,2.999,surface,13.922,3.313,47.345,24.997,11.024
213,21300.000,30.789,27.905,30.802,28.132,27.905,10.096,aqueous,13.721,3.336,47.278,32.436,11.889
214,21400.000,33.318,29.075,33.382,29.269,29.075,10.948,aqueous,11.586,3.075,46.811,31.504,11.514
215,21500.000,30.757,27.287,32.178,28.423,27.287,9.118,transition,13.307,2.828,47.148,30.513,11.683
216,21600.000,28.056,24.809,29.262,26.211,24.809,11.928,aqueous,12.996,3.067,46.725,29.489,11.294
217,21700.000,20.643,17.824,19.495,16.926,16.926,3.266,surface,13.013,3.018,46.743,27.633,10.880
218,21800.000,19.453,16.543,20.180,17.080,16.543,5.044,transition,14.060,2.990,47.385,20.910,10.215
219,21900.000,24.725,21.474,24.647,21.334,21.334,6.703,transition,11.975,2.871,47.482,28.970,11.356
220,22000.000,27.072,24.458,26.929,23.980,23.980,5.167,transition,9.891,2.839,47.488,31.392,11.329
221,22100.000,27.061,23.289,26.775,23.473,23.289,3.401,surface,12.476,2.665,47.413,32.973,11.564
222,22200.000,27.365,23.307,26.981,23.404,23.307,3.693,surface,12.615,3.050,48.011,34.348,11.874
223,22300.000,33.594,29.787,34.235,30.127,29.787,11.709,aqueous,11.151,2.763,47.274,35.614,12.415
224,22400.000,34.419,28.873,33.720,28.432,28.432,9.064,transition,12.289,3.141,47.333,35.439,11.982
225,22500.000,31.826,26.600,32.480,27.287,26.600,10.857,aqueous,12.467,2.909,47.325,32.496,11.390
226,22600.000,30.602,25.697,31.059,25.866,25.697,8.370,transition,13.060,3.127,47.247,31.578,11.015
227,22700.000,32.921,26.510,33.220,26.515,26.510,9.083,transition,11.923,3.041,48.126,32.746,11.592
228,22800.000,30.351,25.521,30.447,25.749,25.521,6.065,transition,13.107,3.088,47.767,33.093,11.714
229,22900.000,32.976,27.329,33.272,27.912,27.329,7.904,transition,12.236,2.858,48.199,33.829,11.634
230,23000.000,33.078,27.205,34.832,28.967,27.205,6.556,transition,11.747,2.687,47.784,38.390,12.380
231,23100.000,35.909,30.199,34.674,28.775,28.775,11.359,aqueous,12.092,3.093,47.483,36.225,11.971
232,23200.000,34.532,30.680,33.567,29.724,29.724,11.149,aqueous,11.301,2.727,47.727,35.352,12.162
233,23300.000,34.971,29.571,32.960,27.514,27.514,10.757,aqueous,12.014,2.916,48.411,35.513,12.345
234,23400.000,31.965,27.081,30.505,25.920,25.920,7.542,transition,12.298,3.350,47.150,34.224,11.699
235,23500.000,20.495,15.974,21.025,16.405,15.974,3.440,surface,12.503,3.093,47.132,24.184,10.214
236,23600.000,19.998,15.649,21.759,17.180,15.649,3.185,surface,11.455,3.158,46.656,24.304,10.129
237,23700.000,22.801,16.874,24.849,18.841,16.874,3.661,surface,12.276,3.051,47.017,24.427,10.200
238,23800.000,20.955,16.704,23.095,18.758,16.704,3.456,surface,12.012,3.198,46.968,23.747,9.901
239,23900.000,21.894,16.998,23.458,18.173,16.998,3.490,surface,12.077,2.987,47.121,23.298,9.800
240,24000.000,20.396,17.019,21.667,17.875,17.019,3.015,surface,12.843,2.811,47.518,23.424,10.000
241,24100.000,20.217,17.018,20.966,17.575,17.018,2.867,surface,11.824,2.839,47.498,22.651,10.053
242,24200.000,24.742,20.879,24.066,19.790,19.790,3.382,surface,12.031,2.866,46.788,24.647,10.276
243,24300.000,27.202,23.246,27.909,23.719,23.246,3.412,surface,11.778,2.804,47.383,26.395,10.676
244,24400.000,33.073,29.206,33.494,29.831,29.206,8.140,transition,12.011,2.633,47.386,31.401,11.262
245,24500.000,29.887,24.909,31.329,26.500,24.909,2.945,surface,12.107,2.875,47.783,26.905,10.514
246,24600.000,29.562,24.434,30.721,25.827,24.434,3.423,surface,12.311,3.024,47.471,26.379,10.322
247,24700.000,28.368,24.460,29.442,25.796,24.460,3.431,surface,13.041,3.041,47.042,26.284,10.298
248,24800.000,28.770,24.712,28.877,24.935,24.712,3.389,surface,12.135,2.903,47.167,26.408,10.400
249,24900.000,30.038,25.744,31.965,27.693,25.744,2.919,surface,11.678,2.741,46.663,26.741,10.521
250,25000.000,30.937,26.777,30.787,26.771,26.771,3.646,surface,11.895,2.628,46.904,26.535,10.577
251,25100.000,29.979,25.440,29.107,24.649,24.649,3.001,surface,11.967,2.846,46.953,26.692,10.475
252,25200.000,29.909,25.646,29.199,25.123,25.123,3.383,surface,13.095,3.152,46.793,27.077,10.189
253,25300.000,30.237,24.898,30.342,25.079,24.898,3.291,surface,12.149,2.994,46.697,26.673,10.410
254,25400.000,29.214,24.627,30.969,26.302,24.627,2.754,surface,11.128,3.044,46.865,24.651,10.139
