Time,Potential,Temperature,Pressure,Volume,Density,Box-X,Box-Y,Box-Z
38510.0,-3629257.0,310.8757019042969,82.17737579345703,3142.89306640625,998.5958251953125,12.350875854492188,12.340414047241211,20.62063980102539
38520.0,-3632197.25,309.8705749511719,-27.885086059570312,3140.8935546875,999.2315063476562,12.355377197265625,12.344911575317383,20.59250831604004
38530.0,-3633074.5,308.36041259765625,36.17476272583008,3144.87890625,997.9652709960938,12.358901977539062,12.348433494567871,20.606876373291016
38540.0,-3633881.25,309.6606140136719,22.864015579223633,3146.917236328125,997.31884765625,12.350457191467285,12.339995384216309,20.648441314697266
38550.0,-3631880.0,309.9696960449219,16.410669326782227,3146.37451171875,997.4908447265625,12.35537052154541,12.344904899597168,20.628463745117188
38560.0,-3633794.5,309.2894592285156,37.57456970214844,3150.447509765625,996.2012939453125,12.35703182220459,12.346565246582031,20.649614334106445
38570.0,-3629191.5,310.0658264160156,21.99707794189453,3144.34033203125,998.1361694335938,12.346943855285645,12.336485862731934,20.643274307250977
38580.0,-3630860.0,310.1244812011719,-113.69375610351562,3149.309814453125,996.5611572265625,12.353683471679688,12.343219757080078,20.653348922729492
38590.0,-3630471.75,310.2038269042969,-24.21364402770996,3150.76025390625,996.1024169921875,12.367229461669922,12.356754302978516,20.61762046813965
38600.0,-3634374.5,309.9210510253906,65.61258697509766,3146.404296875,997.4814453125,12.361536979675293,12.351066589355469,20.608083724975586
38610.0,-3633676.25,310.00946044921875,-23.414743423461914,3142.177978515625,998.8230590820312,12.348137855529785,12.337678909301758,20.625089645385742
38620.0,-3628907.25,309.4451904296875,6.9907050132751465,3143.92626953125,998.2676391601562,12.343083381652832,12.33262825012207,20.653470993041992
38630.0,-3634178.5,309.1392822265625,-15.15676498413086,3145.285400390625,997.8362426757812,12.34617805480957,12.33572006225586,20.652042388916016
38640.0,-3636416.0,308.86907958984375,76.88308715820312,3145.634521484375,997.7255249023438,12.359258651733398,12.348790168762207,20.610637664794922
38650.0,-3630049.75,310.3623046875,85.9947738647461,3145.34375,997.8177490234375,12.351247787475586,12.34078598022461,20.635475158691406
38660.0,-3633677.0,308.68865966796875,50.20136642456055,3145.207763671875,997.8609008789062,12.349248886108398,12.338788986206055,20.641263961791992
38670.0,-3628153.5,310.9928283691406,-7.0943756103515625,3147.090087890625,997.2640380859375,12.361578941345215,12.35110855102539,20.61243438720703
38680.0,-3631795.0,310.0486145019531,62.576934814453125,3147.187255859375,997.2332763671875,12.347851753234863,12.337392807006836,20.65892791748047
38690.0,-3629714.25,309.8665771484375,51.14361572265625,3143.9462890625,998.2612915039062,12.347317695617676,12.336858749389648,20.63943862915039
38700.0,-3632896.25,308.3941345214844,-39.35525894165039,3141.970947265625,998.888916015625,12.349738121032715,12.339277267456055,20.61838722229004
38710.0,-3630665.5,310.8717956542969,90.2303695678711,3140.48193359375,999.3624877929688,12.353161811828613,12.342698097229004,20.59719467163086
38720.0,-3629542.25,310.5108337402344,30.029937744140625,3145.381591796875,997.8057861328125,12.367927551269531,12.357451438903809,20.580101013183594
38730.0,-3627844.5,310.1441955566406,-29.739110946655273,3145.675537109375,997.7125244140625,12.35764217376709,12.347174644470215,20.61629867553711
38740.0,-3635895.0,308.8569641113281,-4.003988265991211,3149.116943359375,996.6221923828125,12.35065746307373,12.340195655822754,20.66220474243164
38750.0,-3630642.5,309.1017150878906,-78.32439422607422,3145.115478515625,997.8901977539062,12.34358024597168,12.333125114440918,20.659618377685547
38760.0,-3631552.25,310.1552429199219,-147.97817993164062,3143.8447265625,998.2935180664062,12.34675407409668,12.336296081542969,20.640655517578125
38770.0,-3632521.5,309.94122314453125,-36.23860549926758,3145.391357421875,997.8026733398438,12.359914779663086,12.349445343017578,20.606857299804688
38780.0,-3630539.25,310.1894226074219,15.310620307922363,3149.73974609375,996.4251098632812,12.367069244384766,12.35659408569336,20.61147689819336
38790.0,-3625813.5,310.61370849609375,-23.14813995361328,3149.060546875,996.6400756835938,12.35921859741211,12.348750114440918,20.633220672607422
38800.0,-3631939.25,309.9425354003906,-27.917144775390625,3149.81494140625,996.4013671875,12.355360984802246,12.344895362854004,20.651052474975586
38810.0,-3630195.5,310.6578674316406,83.52381134033203,3147.01318359375,997.2884521484375,12.34924030303955,12.338780403137207,20.653141021728516
38820.0,-3630362.0,311.0419006347656,103.1469497680664,3142.738037109375,998.6450805664062,12.346232414245605,12.335774421691895,20.635135650634766
38830.0,-3629228.5,309.9005432128906,-49.5395622253418,3145.47900390625,997.7748413085938,12.332918167114258,12.322471618652344,20.697750091552734
38840.0,-3631865.75,309.1480712890625,-1.5240325927734375,3145.904052734375,997.6400146484375,12.340158462524414,12.329706192016602,20.67626190185547
38850.0,-3633624.0,309.7352600097656,-24.607656478881836,3148.841064453125,996.7095336914062,12.346735954284668,12.336277961730957,20.673521041870117
38860.0,-3633518.25,310.0367126464844,84.73722839355469,3146.96728515625,997.302978515625,12.333081245422363,12.32263469696045,20.706993103027344
38870.0,-3630075.25,310.17022705078125,44.365291595458984,3147.8935546875,997.009521484375,12.325605392456055,12.315165519714355,20.738222122192383
38880.0,-3630753.25,309.7143859863281,37.504241943359375,3145.0556640625,997.9091796875,12.32217788696289,12.31174087524414,20.731054306030273
38890.0,-3629525.25,311.1822509765625,-72.78008270263672,3141.266357421875,999.1129150390625,12.297531127929688,12.287114143371582,20.789159774780273
38900.0,-3634261.75,310.1259765625,-8.612690925598145,3148.045166015625,996.9614868164062,12.303332328796387,12.2929105758667,20.814380645751953
38910.0,-3632592.0,309.23883056640625,113.40401458740234,3143.784423828125,998.3126831054688,12.307246208190918,12.296821594238281,20.77298927307129
38920.0,-3631964.0,308.94757080078125,62.93031692504883,3143.26806640625,998.4766845703125,12.292140007019043,12.28172779083252,20.82065773010254
38930.0,-3630855.75,309.3724365234375,-50.77695083618164,3151.10107421875,995.9946899414062,12.308868408203125,12.298441886901855,20.81584930419922
38940.0,-3633581.0,310.0464782714844,-13.306973457336426,3140.788818359375,999.2648315429688,12.2952299118042,12.284815788269043,20.793779373168945
38950.0,-3632488.75,311.25726318359375,1.264007568359375,3143.323974609375,998.4589233398438,12.305720329284668,12.295296669006348,20.77509880065918
38960.0,-3630228.75,309.2940368652344,50.37066650390625,3143.88818359375,998.2797241210938,12.301426887512207,12.291007041931152,20.793333053588867
38970.0,-3628961.5,311.3791198730469,-20.93536376953125,3147.976318359375,996.9833374023438,12.302083969116211,12.29166316986084,20.81814956665039
38980.0,-3631942.0,310.56201171875,-16.927452087402344,3145.146240234375,997.8804321289062,12.295801162719727,12.285386085510254,20.820693969726562
38990.0,-3632074.0,310.00177001953125,-17.085542678833008,3144.39111328125,998.1200561523438,12.296606063842773,12.286190032958984,20.812969207763672
